Job_ID,Machine_ID,Operation_Type,Material_Used,Processing_Time,Energy_Consumption,Machine_Availability,Scheduled_Start,Scheduled_End,Actual_Start,Actual_End,Job_Status,Optimization_Category,Planned_Time,Actual_Run_Time,Downtime
J163,M01,Milling,4.4,51.6,10.4,64,19-03-2023 11:00,19-03-2023 11:43,19-03-2023 10:59,19-03-2023 11:42,Completed,Low Efficiency,43,43,0
J164,M05,Additive,4.35,56,4.22,97,19-03-2023 11:10,19-03-2023 12:06,19-03-2023 11:20,19-03-2023 12:16,Delayed,Low Efficiency,56,56,0
J165,M04,Milling,3.28,34.8,7.32,65.6,19-03-2023 11:20,19-03-2023 11:49,19-03-2023 11:24,19-03-2023 11:53,Completed,High Efficiency,29,29,0
J166,M04,Additive,3.71,73.2,11.52,75.2,19-03-2023 11:30,19-03-2023 12:31,Null,Null,Failed,Low Efficiency,61,Null,Null
J167,M01,Grinding,1.29,42,7.2,75.2,19-03-2023 11:40,19-03-2023 12:15,19-03-2023 11:45,19-03-2023 12:20,Completed,Moderate Efficiency,35,35,0
J168,M03,Grinding,4.51,37,12.54,99,19-03-2023 11:50,19-03-2023 12:27,19-03-2023 12:14,19-03-2023 12:51,Delayed,Low Efficiency,37,37,0
J169,M03,Lathe,1.36,23,7.11,92,19-03-2023 12:00,19-03-2023 12:23,19-03-2023 12:00,19-03-2023 12:23,Completed,High Efficiency,23,23,0
J170,M03,Milling,3.54,102,2.14,99,19-03-2023 12:10,19-03-2023 13:52,19-03-2023 12:07,19-03-2023 13:49,Completed,Low Efficiency,102,102,0
J171,M05,Drilling,2.58,72,13.69,83,19-03-2023 12:20,19-03-2023 13:32,19-03-2023 12:16,19-03-2023 13:28,Completed,Low Efficiency,72,72,0
J172,M02,Lathe,3.08,81,11.61,80,19-03-2023 12:30,19-03-2023 13:51,Null,Null,Failed,Low Efficiency,81,Null,Null
J173,M02,Additive,1.85,64,12.14,82,19-03-2023 12:40,19-03-2023 13:44,19-03-2023 12:43,19-03-2023 13:47,Completed,Moderate Efficiency,64,64,0
J174,M01,Additive,2.44,135.6,12.49,64,19-03-2023 12:50,19-03-2023 14:43,19-03-2023 13:18,19-03-2023 15:11,Delayed,Low Efficiency,113,113,0
J175,M04,Lathe,4.82,48,8.16,73.6,19-03-2023 13:00,19-03-2023 13:40,Null,Null,Failed,Low Efficiency,40,Null,Null
J176,M05,Milling,2.39,100,2.62,95,19-03-2023 13:10,19-03-2023 14:50,19-03-2023 13:12,19-03-2023 14:52,Completed,High Efficiency,100,100,0
J177,M02,Drilling,3.51,97,9.08,97,19-03-2023 13:20,19-03-2023 14:57,19-03-2023 13:22,19-03-2023 14:59,Completed,Moderate Efficiency,97,97,0
J178,M01,Drilling,4.43,98.4,10.58,65.6,19-03-2023 13:30,19-03-2023 14:52,19-03-2023 13:25,19-03-2023 14:47,Completed,Low Efficiency,82,82,0
J179,M03,Lathe,1.58,95,14.17,80,19-03-2023 13:40,19-03-2023 15:15,19-03-2023 13:58,19-03-2023 15:33,Delayed,Low Efficiency,95,95,0
J180,M02,Additive,3.46,69,3.76,84,19-03-2023 13:50,19-03-2023 14:59,19-03-2023 13:48,19-03-2023 14:57,Completed,Low Efficiency,69,69,0
J181,M02,Drilling,3.55,95,6.4,89,19-03-2023 14:00,19-03-2023 15:35,19-03-2023 13:59,19-03-2023 15:34,Completed,Low Efficiency,95,95,0
J182,M01,Milling,1.49,94.8,6.22,66.4,19-03-2023 14:10,19-03-2023 15:29,Null,Null,Failed,Low Efficiency,79,Null,Null
J183,M04,Drilling,4.11,127.2,12.25,64,19-03-2023 14:20,19-03-2023 16:06,19-03-2023 14:17,19-03-2023 16:03,Completed,Low Efficiency,106,106,0
J184,M04,Additive,3.52,106.8,9.7,79.2,19-03-2023 14:30,19-03-2023 15:59,19-03-2023 14:35,19-03-2023 16:04,Completed,Moderate Efficiency,89,89,0
J185,M04,Grinding,2,60,6.07,68,19-03-2023 14:40,19-03-2023 15:30,19-03-2023 14:41,19-03-2023 15:31,Completed,High Efficiency,50,50,0
J186,M01,Milling,1.25,84,12.13,65.6,19-03-2023 14:50,19-03-2023 16:00,19-03-2023 14:46,19-03-2023 15:56,Completed,Low Efficiency,70,70,0
J187,M04,Additive,1.27,132,10.29,64,19-03-2023 15:00,19-03-2023 16:50,Null,Null,Failed,Low Efficiency,110,Null,Null
J188,M02,Grinding,2.61,90,9.18,83,19-03-2023 15:10,19-03-2023 16:40,19-03-2023 15:09,19-03-2023 16:39,Completed,Low Efficiency,90,90,0
J189,M03,Drilling,3.38,50,11.6,86,19-03-2023 15:20,19-03-2023 16:10,19-03-2023 15:23,19-03-2023 16:13,Completed,Moderate Efficiency,50,50,0
J190,M04,Milling,1.94,60,10.25,77.6,19-03-2023 15:30,19-03-2023 16:20,19-03-2023 15:56,19-03-2023 16:46,Delayed,Low Efficiency,50,50,0
J191,M01,Milling,4.16,136.8,5.81,71.2,19-03-2023 15:40,19-03-2023 17:34,19-03-2023 15:45,19-03-2023 17:39,Completed,High Efficiency,114,114,0
J192,M03,Drilling,1.04,100,6.93,82,19-03-2023 15:50,19-03-2023 17:30,19-03-2023 15:47,19-03-2023 17:27,Completed,Low Efficiency,100,100,0
J193,M04,Drilling,4.82,96,14.08,64,19-03-2023 16:00,19-03-2023 17:20,19-03-2023 16:00,19-03-2023 17:20,Completed,Moderate Efficiency,80,80,0
J194,M03,Lathe,4.81,57,8.84,94,19-03-2023 16:10,19-03-2023 17:07,19-03-2023 16:15,19-03-2023 17:12,Completed,Moderate Efficiency,57,57,0
J195,M02,Drilling,2.53,88,7.32,87,19-03-2023 16:20,19-03-2023 17:48,19-03-2023 16:25,19-03-2023 17:53,Completed,Moderate Efficiency,88,88,0
J196,M02,Drilling,1.48,56,8.84,93,19-03-2023 16:30,19-03-2023 17:26,19-03-2023 16:27,19-03-2023 17:23,Completed,Low Efficiency,56,56,0
J197,M05,Drilling,1.01,21,9.75,88,19-03-2023 16:40,19-03-2023 17:01,19-03-2023 16:52,19-03-2023 17:13,Delayed,Low Efficiency,21,21,0
J198,M04,Milling,2.33,88.8,2.46,73.6,19-03-2023 16:50,19-03-2023 18:04,19-03-2023 16:51,19-03-2023 18:05,Completed,Optimal Efficiency,74,74,0
J199,M04,Lathe,4.52,108,7.61,75.2,19-03-2023 17:00,19-03-2023 18:30,19-03-2023 17:00,19-03-2023 18:30,Completed,High Efficiency,90,90,0
J200,M02,Lathe,2.04,84,7.96,94,19-03-2023 17:10,19-03-2023 18:34,19-03-2023 17:08,19-03-2023 18:32,Completed,Low Efficiency,84,84,0
J201,M04,Additive,2.14,62.4,9.24,76,19-03-2023 17:20,19-03-2023 18:12,Null,Null,Failed,Low Efficiency,52,Null,Null
J202,M02,Drilling,4.62,82,10.12,90,19-03-2023 17:30,19-03-2023 18:52,Null,Null,Failed,Low Efficiency,82,Null,Null
J203,M05,Additive,1.91,61,3.81,89,19-03-2023 17:40,19-03-2023 18:41,19-03-2023 18:04,19-03-2023 19:05,Delayed,Low Efficiency,61,61,0
J204,M02,Grinding,1.66,113,5.93,80,19-03-2023 17:50,19-03-2023 19:43,19-03-2023 17:47,19-03-2023 19:40,Completed,Low Efficiency,113,113,0
J205,M04,Milling,1.02,106.8,10.18,65.6,19-03-2023 18:00,19-03-2023 19:29,Null,Null,Failed,Low Efficiency,89,Null,Null
J206,M04,Grinding,2.5,106.8,3.08,73.6,19-03-2023 18:10,19-03-2023 19:39,19-03-2023 18:33,19-03-2023 20:02,Delayed,Low Efficiency,89,89,0
J207,M05,Milling,3.41,21,3.53,82,19-03-2023 18:20,19-03-2023 18:41,19-03-2023 18:17,19-03-2023 18:38,Completed,Low Efficiency,21,21,0
J208,M01,Grinding,3.27,24,5.06,68,19-03-2023 18:30,19-03-2023 18:50,19-03-2023 18:30,19-03-2023 18:50,Completed,High Efficiency,20,20,0
J209,M01,Grinding,2.34,127.2,11.95,66.4,19-03-2023 18:40,19-03-2023 20:26,19-03-2023 18:55,19-03-2023 20:41,Delayed,Low Efficiency,106,106,0
J210,M04,Drilling,1.1,91.2,10.49,64,19-03-2023 18:50,19-03-2023 20:06,19-03-2023 18:51,19-03-2023 20:07,Completed,Moderate Efficiency,76,76,0
J211,M03,Milling,1.66,25,8.39,80,19-03-2023 19:00,19-03-2023 19:25,19-03-2023 18:59,19-03-2023 19:24,Completed,Low Efficiency,25,25,0
J212,M01,Milling,1.45,115.2,4.27,78.4,19-03-2023 19:10,19-03-2023 20:46,19-03-2023 19:13,19-03-2023 20:49,Completed,High Efficiency,96,96,0
J213,M03,Grinding,1.04,53,4.49,84,19-03-2023 19:20,19-03-2023 20:13,Null,Null,Failed,Low Efficiency,53,Null,Null
J214,M04,Grinding,2.39,43.2,4.59,68,19-03-2023 19:30,19-03-2023 20:06,19-03-2023 19:27,19-03-2023 20:03,Completed,Low Efficiency,36,36,0
J215,M02,Milling,4.79,43,6.1,91,19-03-2023 19:40,19-03-2023 20:23,19-03-2023 19:44,19-03-2023 20:27,Completed,High Efficiency,43,43,0
J216,M01,Lathe,3.51,50.4,10.46,76,19-03-2023 19:50,19-03-2023 20:32,19-03-2023 19:50,19-03-2023 20:32,Completed,Moderate Efficiency,42,42,0
J217,M02,Grinding,3.35,109,4.75,95,19-03-2023 20:00,19-03-2023 21:49,19-03-2023 19:56,19-03-2023 21:45,Completed,Low Efficiency,109,109,0
J218,M05,Additive,2.58,71,10.74,84,19-03-2023 20:10,19-03-2023 21:21,19-03-2023 20:29,19-03-2023 21:40,Delayed,Low Efficiency,71,71,0
J219,M05,Additive,1.46,107,11.19,97,19-03-2023 20:20,19-03-2023 22:07,19-03-2023 20:19,19-03-2023 22:06,Completed,Low Efficiency,107,107,0
J220,M05,Milling,1.62,70,4.22,81,19-03-2023 20:30,19-03-2023 21:40,19-03-2023 20:27,19-03-2023 21:37,Completed,Low Efficiency,70,70,0
J221,M02,Drilling,1.66,95,10.49,81,19-03-2023 20:40,19-03-2023 22:15,19-03-2023 21:04,19-03-2023 22:39,Delayed,Low Efficiency,95,95,0
J222,M03,Lathe,1.27,119,3.14,89,19-03-2023 20:50,19-03-2023 22:49,Null,Null,Failed,Low Efficiency,119,Null,Null
J223,M01,Additive,2.39,69.6,10.74,73.6,19-03-2023 21:00,19-03-2023 21:58,Null,Null,Failed,Low Efficiency,58,Null,Null
J224,M05,Drilling,3.61,85,9.63,99,19-03-2023 21:10,19-03-2023 22:35,19-03-2023 21:36,19-03-2023 23:01,Delayed,Low Efficiency,85,85,0
J225,M03,Milling,4.52,22,13.02,80,19-03-2023 21:20,19-03-2023 21:42,19-03-2023 21:20,19-03-2023 21:42,Completed,Moderate Efficiency,22,22,0
J226,M04,Grinding,3.11,126,7.9,70.4,19-03-2023 21:30,19-03-2023 23:15,19-03-2023 21:27,19-03-2023 23:12,Completed,Low Efficiency,105,105,0
J227,M05,Drilling,3.25,109,6.97,81,19-03-2023 21:40,19-03-2023 23:29,19-03-2023 21:53,19-03-2023 23:42,Delayed,Low Efficiency,109,109,0
J228,M02,Lathe,4.66,77,8.47,82,19-03-2023 21:50,19-03-2023 23:07,19-03-2023 21:47,19-03-2023 23:04,Completed,Low Efficiency,77,77,0
J229,M01,Milling,4.49,70.8,13.77,66.4,19-03-2023 22:00,19-03-2023 22:59,19-03-2023 22:00,19-03-2023 22:59,Completed,Moderate Efficiency,59,59,0
J230,M01,Milling,2.36,78,11.13,70.4,19-03-2023 22:10,19-03-2023 23:15,19-03-2023 22:13,19-03-2023 23:18,Completed,Moderate Efficiency,65,65,0
J231,M02,Additive,3.44,36,14.64,81,19-03-2023 22:20,19-03-2023 22:56,Null,Null,Failed,Low Efficiency,36,Null,Null
J232,M01,Grinding,3.62,127.2,11.48,78.4,19-03-2023 22:30,20-03-2023 00:16,19-03-2023 22:27,20-03-2023 00:13,Completed,Low Efficiency,106,106,0
J233,M04,Milling,3.03,105.6,2.35,64.8,19-03-2023 22:40,20-03-2023 00:08,19-03-2023 22:38,20-03-2023 00:06,Completed,Low Efficiency,88,88,0
J234,M01,Grinding,4.31,133.2,9.95,78.4,19-03-2023 22:50,20-03-2023 00:41,19-03-2023 22:51,20-03-2023 00:42,Completed,Moderate Efficiency,111,111,0
J235,M03,Lathe,4.37,56,6.94,89,19-03-2023 23:00,19-03-2023 23:56,19-03-2023 22:57,19-03-2023 23:53,Completed,Low Efficiency,56,56,0
J236,M02,Lathe,4.49,26,7.84,97,19-03-2023 23:10,19-03-2023 23:36,19-03-2023 23:10,19-03-2023 23:36,Completed,High Efficiency,26,26,0
J237,M01,Grinding,3.53,99.6,6.17,66.4,19-03-2023 23:20,20-03-2023 00:43,19-03-2023 23:23,20-03-2023 00:46,Completed,High Efficiency,83,83,0
J238,M05,Additive,4.1,95,7.18,89,19-03-2023 23:30,20-03-2023 01:05,19-03-2023 23:28,20-03-2023 01:03,Completed,Low Efficiency,95,95,0
J239,M03,Lathe,4.42,89,2.79,93,19-03-2023 23:40,20-03-2023 01:09,Null,Null,Failed,Low Efficiency,89,Null,Null
J240,M02,Grinding,3.88,22,9.51,92,19-03-2023 23:50,20-03-2023 00:12,Null,Null,Failed,Low Efficiency,22,Null,Null
J241,M01,Milling,2.65,114,9.52,72.8,20-03-2023 00:00,20-03-2023 01:35,20-03-2023 00:01,20-03-2023 01:36,Completed,Moderate Efficiency,95,95,0
J242,M05,Lathe,4.51,102,10.33,97,20-03-2023 00:10,20-03-2023 01:52,20-03-2023 00:05,20-03-2023 01:47,Completed,Low Efficiency,102,102,0
J243,M02,Lathe,2.34,56,4.43,85,20-03-2023 00:20,20-03-2023 01:16,20-03-2023 00:22,20-03-2023 01:18,Completed,High Efficiency,56,56,0
J244,M03,Grinding,3.75,42,10.91,91,20-03-2023 00:30,20-03-2023 01:12,20-03-2023 00:50,20-03-2023 01:32,Delayed,Low Efficiency,42,42,0
J245,M02,Additive,2.86,25,2.84,82,20-03-2023 00:40,20-03-2023 01:05,20-03-2023 00:42,20-03-2023 01:07,Completed,High Efficiency,25,25,0
J246,M01,Milling,1.69,48,3.02,72,20-03-2023 00:50,20-03-2023 01:30,20-03-2023 00:48,20-03-2023 01:28,Completed,Low Efficiency,40,40,0
J247,M02,Milling,4.81,84,12.46,95,20-03-2023 01:00,20-03-2023 02:24,20-03-2023 00:55,20-03-2023 02:19,Completed,Low Efficiency,84,84,0
J248,M01,Drilling,4.07,61.2,5.84,72.8,20-03-2023 01:10,20-03-2023 02:01,20-03-2023 01:07,20-03-2023 01:58,Completed,Low Efficiency,51,51,0
J249,M03,Milling,1.48,67,3.71,94,20-03-2023 01:20,20-03-2023 02:27,20-03-2023 01:20,20-03-2023 02:27,Completed,High Efficiency,67,67,0
J250,M02,Milling,1.32,79,6.4,96,20-03-2023 01:30,20-03-2023 02:49,20-03-2023 01:26,20-03-2023 02:45,Completed,Low Efficiency,79,79,0
J251,M01,Milling,1.02,25.2,8.57,71.2,20-03-2023 01:40,20-03-2023 02:01,20-03-2023 01:37,20-03-2023 01:58,Completed,Low Efficiency,21,21,0
J252,M05,Milling,4.59,38,13.14,96,20-03-2023 01:50,20-03-2023 02:28,20-03-2023 01:46,20-03-2023 02:24,Completed,Low Efficiency,38,38,0
J253,M01,Milling,4.49,51.6,9.9,69.6,20-03-2023 02:00,20-03-2023 02:43,20-03-2023 02:01,20-03-2023 02:44,Completed,Moderate Efficiency,43,43,0
J254,M05,Milling,1.32,38,14.38,92,20-03-2023 02:10,20-03-2023 02:48,20-03-2023 02:38,20-03-2023 03:16,Delayed,Low Efficiency,38,38,0
J255,M01,Grinding,1.82,45.6,11.78,66.4,20-03-2023 02:20,20-03-2023 02:58,20-03-2023 02:18,20-03-2023 02:56,Completed,Low Efficiency,38,38,0
J256,M01,Grinding,1.73,72,4.89,65.6,20-03-2023 02:30,20-03-2023 03:30,20-03-2023 02:31,20-03-2023 03:31,Completed,High Efficiency,60,60,0
J257,M02,Additive,2.86,120,5.09,82,20-03-2023 02:40,20-03-2023 04:40,20-03-2023 02:42,20-03-2023 04:42,Completed,High Efficiency,120,120,0
J258,M05,Drilling,1.58,28,9.23,88,20-03-2023 02:50,20-03-2023 03:18,20-03-2023 02:49,20-03-2023 03:17,Completed,Low Efficiency,28,28,0
J259,M03,Lathe,2.91,24,7.41,95,20-03-2023 03:00,20-03-2023 03:24,20-03-2023 02:58,20-03-2023 03:22,Completed,Low Efficiency,24,24,0
J260,M04,Milling,4.35,56.4,4.55,76,20-03-2023 03:10,20-03-2023 03:57,Null,Null,Failed,Low Efficiency,47,Null,Null
J261,M01,Drilling,3.48,124.8,4.72,70.4,20-03-2023 03:20,20-03-2023 05:04,20-03-2023 03:42,20-03-2023 05:26,Delayed,Low Efficiency,104,104,0
J262,M05,Grinding,4.82,114,4.24,90,20-03-2023 03:30,20-03-2023 05:24,Null,Null,Failed,Low Efficiency,114,Null,Null
J263,M04,Lathe,3.65,45.6,14.87,64,20-03-2023 03:40,20-03-2023 04:18,20-03-2023 03:42,20-03-2023 04:20,Completed,Moderate Efficiency,38,38,0
J264,M04,Grinding,2.61,86.4,13.92,68.8,20-03-2023 03:50,20-03-2023 05:02,20-03-2023 04:16,20-03-2023 05:28,Delayed,Low Efficiency,72,72,0
J265,M04,Milling,2.77,116.4,6.15,65.6,20-03-2023 04:00,20-03-2023 05:37,20-03-2023 03:58,20-03-2023 05:35,Completed,Low Efficiency,97,97,0
J266,M05,Milling,2.68,96,12.26,96,20-03-2023 04:10,20-03-2023 05:46,20-03-2023 04:23,20-03-2023 05:59,Delayed,Low Efficiency,96,96,0
J267,M02,Drilling,4.42,101,8.25,80,20-03-2023 04:20,20-03-2023 06:01,20-03-2023 04:19,20-03-2023 06:00,Completed,Low Efficiency,101,101,0
J268,M04,Lathe,4.24,126,6.98,74.4,20-03-2023 04:30,20-03-2023 06:15,20-03-2023 04:34,20-03-2023 06:19,Completed,High Efficiency,105,105,0
J269,M01,Grinding,1.49,30,4,67.2,20-03-2023 04:40,20-03-2023 05:05,20-03-2023 04:59,20-03-2023 05:24,Delayed,Low Efficiency,25,25,0
J270,M04,Drilling,4.32,90,14.44,64.8,20-03-2023 04:50,20-03-2023 06:05,20-03-2023 04:55,20-03-2023 06:10,Completed,Moderate Efficiency,75,75,0
J271,M01,Grinding,1.78,25.2,7.47,66.4,20-03-2023 05:00,20-03-2023 05:21,20-03-2023 04:55,20-03-2023 05:16,Completed,Low Efficiency,21,21,0
J272,M04,Lathe,3.17,66,13.68,67.2,20-03-2023 05:10,20-03-2023 06:05,20-03-2023 05:06,20-03-2023 06:01,Completed,Low Efficiency,55,55,0
J273,M01,Milling,3.08,93.6,5.42,65.6,20-03-2023 05:20,20-03-2023 06:38,20-03-2023 05:46,20-03-2023 07:04,Delayed,Low Efficiency,78,78,0
J274,M05,Lathe,2.17,20,4.29,97,20-03-2023 05:30,20-03-2023 05:50,20-03-2023 05:29,20-03-2023 05:49,Completed,Low Efficiency,20,20,0
J275,M03,Additive,3.21,94,14.67,93,20-03-2023 05:40,20-03-2023 07:14,20-03-2023 05:44,20-03-2023 07:18,Completed,Moderate Efficiency,94,94,0
J276,M02,Milling,2.96,78,4.23,95,20-03-2023 05:50,20-03-2023 07:08,Null,Null,Failed,Low Efficiency,78,Null,Null
J277,M01,Lathe,2,91.2,12.37,70.4,20-03-2023 06:00,20-03-2023 07:16,20-03-2023 06:02,20-03-2023 07:18,Completed,Moderate Efficiency,76,76,0
J278,M03,Additive,2.08,58,14.2,91,20-03-2023 06:10,20-03-2023 07:08,20-03-2023 06:10,20-03-2023 07:08,Completed,Moderate Efficiency,58,58,0
J279,M04,Milling,2.15,76.8,2.45,64.8,20-03-2023 06:20,20-03-2023 07:24,20-03-2023 06:22,20-03-2023 07:26,Completed,High Efficiency,64,64,0
J280,M05,Drilling,2.62,66,9.66,89,20-03-2023 06:30,20-03-2023 07:36,20-03-2023 06:27,20-03-2023 07:33,Completed,Low Efficiency,66,66,0
J281,M03,Lathe,4.82,59,8.66,95,20-03-2023 06:40,20-03-2023 07:39,20-03-2023 06:41,20-03-2023 07:40,Completed,High Efficiency,59,59,0
J282,M03,Lathe,3.17,30,10.21,88,20-03-2023 06:50,20-03-2023 07:20,20-03-2023 06:52,20-03-2023 07:22,Completed,Moderate Efficiency,30,30,0
J283,M01,Additive,1.52,44.4,9.47,76.8,20-03-2023 07:00,20-03-2023 07:37,20-03-2023 06:57,20-03-2023 07:34,Completed,Low Efficiency,37,37,0
J284,M02,Grinding,3.32,71,13.8,80,20-03-2023 07:10,20-03-2023 08:21,20-03-2023 07:20,20-03-2023 08:31,Delayed,Low Efficiency,71,71,0
J285,M01,Additive,3.25,127.2,13.31,68.8,20-03-2023 07:20,20-03-2023 09:06,20-03-2023 07:22,20-03-2023 09:08,Completed,Moderate Efficiency,106,106,0
J286,M04,Additive,3.22,128.4,6.69,72.8,20-03-2023 07:30,20-03-2023 09:17,20-03-2023 07:31,20-03-2023 09:18,Completed,High Efficiency,107,107,0
J287,M02,Lathe,3.31,95,5.56,85,20-03-2023 07:40,20-03-2023 09:15,20-03-2023 07:45,20-03-2023 09:20,Completed,High Efficiency,95,95,0
J288,M02,Additive,2.97,36,6.56,82,20-03-2023 07:50,20-03-2023 08:26,20-03-2023 07:55,20-03-2023 08:31,Completed,High Efficiency,36,36,0
J289,M02,Grinding,1.49,97,5.47,81,20-03-2023 08:00,20-03-2023 09:37,20-03-2023 07:58,20-03-2023 09:35,Completed,Low Efficiency,97,97,0
J290,M05,Grinding,3.82,81,10.72,99,20-03-2023 08:10,20-03-2023 09:31,20-03-2023 08:12,20-03-2023 09:33,Completed,Moderate Efficiency,81,81,0
J291,M03,Milling,5,26,12.76,95,20-03-2023 08:20,20-03-2023 08:46,20-03-2023 08:20,20-03-2023 08:46,Completed,Moderate Efficiency,26,26,0
J292,M04,Additive,2.41,111.6,9.8,72.8,20-03-2023 08:30,20-03-2023 10:03,20-03-2023 08:34,20-03-2023 10:07,Completed,Moderate Efficiency,93,93,0
J293,M04,Drilling,1.8,123.6,13.09,65.6,20-03-2023 08:40,20-03-2023 10:23,20-03-2023 08:36,20-03-2023 10:19,Completed,Low Efficiency,103,103,0
J294,M03,Drilling,4.27,90,6.74,87,20-03-2023 08:50,20-03-2023 10:20,20-03-2023 08:49,20-03-2023 10:19,Completed,Low Efficiency,90,90,0
J295,M02,Additive,2.46,39,10.97,96,20-03-2023 09:00,20-03-2023 09:39,20-03-2023 09:04,20-03-2023 09:43,Completed,Moderate Efficiency,39,39,0
J296,M03,Additive,2.96,76,13.25,88,20-03-2023 09:10,20-03-2023 10:26,Null,Null,Failed,Low Efficiency,76,Null,Null
J297,M01,Grinding,2.14,94.8,2.05,64,20-03-2023 09:20,20-03-2023 10:39,20-03-2023 09:47,20-03-2023 11:06,Delayed,Low Efficiency,79,79,0
J298,M04,Additive,2.19,139.2,4.79,76,20-03-2023 09:30,20-03-2023 11:26,20-03-2023 09:29,20-03-2023 11:25,Completed,Low Efficiency,116,116,0
J299,M04,Drilling,1.42,27.6,3.92,70.4,20-03-2023 09:40,20-03-2023 10:03,20-03-2023 10:02,20-03-2023 10:25,Delayed,Low Efficiency,23,23,0
J300,M04,Additive,3.42,24,6.24,73.6,20-03-2023 09:50,20-03-2023 10:10,20-03-2023 09:51,20-03-2023 10:11,Completed,High Efficiency,20,20,0
J301,M02,Drilling,3.16,87,5.09,92,20-03-2023 10:00,20-03-2023 11:27,20-03-2023 10:03,20-03-2023 11:30,Completed,High Efficiency,87,87,0
J302,M04,Drilling,2.25,62.4,14.65,78.4,20-03-2023 10:10,20-03-2023 11:02,20-03-2023 10:32,20-03-2023 11:24,Delayed,Low Efficiency,52,52,0
J303,M05,Additive,1.5,38,6.46,96,20-03-2023 10:20,20-03-2023 10:58,20-03-2023 10:18,20-03-2023 10:56,Completed,Low Efficiency,38,38,0
J304,M03,Drilling,1.07,75,6.02,99,20-03-2023 10:30,20-03-2023 11:45,20-03-2023 10:25,20-03-2023 11:40,Completed,Low Efficiency,75,75,0
J305,M05,Additive,4.33,89,12.46,81,20-03-2023 10:40,20-03-2023 12:09,20-03-2023 10:40,20-03-2023 12:09,Completed,Moderate Efficiency,89,89,0
J306,M03,Lathe,2.92,77,9.46,99,20-03-2023 10:50,20-03-2023 12:07,20-03-2023 10:47,20-03-2023 12:04,Completed,Low Efficiency,77,77,0
J307,M02,Lathe,3.25,89,6.97,98,20-03-2023 11:00,20-03-2023 12:29,20-03-2023 11:21,20-03-2023 12:50,Delayed,Low Efficiency,89,89,0
J308,M01,Additive,1.25,60,3.41,64,20-03-2023 11:10,20-03-2023 12:00,20-03-2023 11:10,20-03-2023 12:00,Completed,High Efficiency,50,50,0
J309,M03,Additive,3.07,71,11.53,82,20-03-2023 11:20,20-03-2023 12:31,20-03-2023 11:31,20-03-2023 12:42,Delayed,Low Efficiency,71,71,0
J310,M04,Grinding,2.35,60,8.24,75.2,20-03-2023 11:30,20-03-2023 12:20,20-03-2023 11:29,20-03-2023 12:19,Completed,Low Efficiency,50,50,0
J311,M02,Milling,3.76,85,13.06,87,20-03-2023 11:40,20-03-2023 13:05,Null,Null,Failed,Low Efficiency,85,Null,Null
J312,M04,Drilling,2.86,114,6.84,77.6,20-03-2023 11:50,20-03-2023 13:25,Null,Null,Failed,Low Efficiency,95,Null,Null
J313,M05,Milling,2.52,59,4.65,94,20-03-2023 12:00,20-03-2023 12:59,Null,Null,Failed,Low Efficiency,59,Null,Null
J314,M05,Grinding,4.39,113,10.52,80,20-03-2023 12:10,20-03-2023 14:03,20-03-2023 12:13,20-03-2023 14:06,Completed,Moderate Efficiency,113,113,0
J315,M05,Grinding,4.4,51,4.67,91,20-03-2023 12:20,20-03-2023 13:11,20-03-2023 12:20,20-03-2023 13:11,Completed,High Efficiency,51,51,0
J316,M02,Milling,3.4,105,14.25,87,20-03-2023 12:30,20-03-2023 14:15,20-03-2023 12:32,20-03-2023 14:17,Completed,Moderate Efficiency,105,105,0
J317,M05,Additive,4.77,70,4.67,88,20-03-2023 12:40,20-03-2023 13:50,20-03-2023 12:39,20-03-2023 13:49,Completed,Low Efficiency,70,70,0
J318,M02,Drilling,3.6,87,10.22,95,20-03-2023 12:50,20-03-2023 14:17,20-03-2023 12:48,20-03-2023 14:15,Completed,Low Efficiency,87,87,0
J319,M03,Milling,3.45,23,10.48,80,20-03-2023 13:00,20-03-2023 13:23,20-03-2023 12:58,20-03-2023 13:21,Completed,Low Efficiency,23,23,0
J320,M04,Grinding,2.91,46.8,2.7,73.6,20-03-2023 13:10,20-03-2023 13:49,20-03-2023 13:14,20-03-2023 13:53,Completed,High Efficiency,39,39,0
J321,M01,Additive,4.49,84,10.34,74.4,20-03-2023 13:20,20-03-2023 14:30,20-03-2023 13:37,20-03-2023 14:47,Delayed,Low Efficiency,70,70,0
J322,M03,Lathe,3.62,80,10.42,88,20-03-2023 13:30,20-03-2023 14:50,20-03-2023 13:25,20-03-2023 14:45,Completed,Low Efficiency,80,80,0
J323,M01,Grinding,2.23,108,5.88,76,20-03-2023 13:40,20-03-2023 15:10,20-03-2023 13:43,20-03-2023 15:13,Completed,High Efficiency,90,90,0
J324,M05,Lathe,3.12,21,11.65,92,20-03-2023 13:50,20-03-2023 14:11,20-03-2023 14:05,20-03-2023 14:26,Delayed,Low Efficiency,21,21,0
J325,M03,Grinding,3.95,112,4.85,87,20-03-2023 14:00,20-03-2023 15:52,Null,Null,Failed,Low Efficiency,112,Null,Null
J326,M01,Additive,3.87,72,4.74,75.2,20-03-2023 14:10,20-03-2023 15:10,20-03-2023 14:14,20-03-2023 15:14,Completed,High Efficiency,60,60,0
